"Media_dias_adelanto";"Veces_adelanto";"Media_dias_tarde";"Veces_atraso";"Blanco";"Incidencia";"No_Contacto";"No_Enviara";"Enviara";"Limpio";"Baja";"Depuracion";"Inc_Definitiva";"Inc_Provisional";"NoRecogido";"Tipo_Carta";"Tipo_Email";"Tipo_Fax";"Tipo_Otros";"Tipo_Telefono";"Tipo_Web";"Tiene_Gestoria";"No_Tiene_Gestoria"
"074070126MM";4.5;4;0;0;0;0;75;0;0;0;0;0;25;0;100;0;0;0;0;0;0;0;100
"074070268SS";16.25;16;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;6.25;93.75;100;0
"074070371MM";8.33333333333333;27;15;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"075020088MM";10.5;4;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;100;0;0;100
"075020099MM";10.0285714285714;35;32;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"075070482MM";9.24242424242424;33;32.6666666666667;3;0;0;0;0;0;100;0;0;0;0;0;0;2.77777777777778;0;0;97.2222222222222;0;0;100
"076020053MM";10.3529411764706;34;30;2;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"076070553MM";6.32;25;31;11;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"076080034SS";13.5833333333333;12;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"077010912MM";4.83333333333333;12;26.25;4;0;0;0;0;12.5;87.5;0;0;0;0;12.5;0;6.25;0;6.25;6.25;68.75;100;0
"077010937MM";8.06666666666667;30;26;6;0;0;0;0;0;97.2222222222222;0;0;0;2.77777777777778;2.77777777777778;0;0;0;0;97.2222222222222;0;0;100
"077020051MM";13.4444444444444;9;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"077070833MM";9.82142857142857;28;0;0;0;0;0;0;0;100;0;0;0;0;0;3.57142857142857;0;0;0;0;96.4285714285714;0;100
"077070855MM";5.9375;32;27.25;4;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;100;0;0;100
"077070866MM";8.4;5;39;2;0;0;0;0;0;100;0;0;0;0;0;0;14.2857142857143;0;0;57.1428571428571;28.5714285714286;0;100
"078010950MM";9.68571428571429;35;1;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"078010974MM";11.5625;16;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"078020349MM";5.09090909090909;11;33;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"078070371MM";5.23076923076923;13;27.3333333333333;3;0;0;0;0;12.5;87.5;0;0;0;0;12.5;0;0;0;0;0;87.5;75;25
"078070457MM";7.6;15;32;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"078080086SS";6.44;25;19;3;0;0;0;0;0;100;0;0;0;0;0;0;3.57142857142857;0;0;96.4285714285714;0;0;100
"079070849MM";11;8;10.25;4;0;0;0;0;0;58.3333333333333;0;0;41.6666666666667;0;41.6666666666667;0;0;0;0;0;58.3333333333333;100;0
"080070198MM";11.5277777777778;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"080070520MM";0;0;63.8333333333333;6;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;100
"081070100MM";6.28571428571429;35;37;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;100;0;0;100
"081070145SS";10;22;26.5;2;0;0;0;0;0;50;0;0;4.16666666666667;45.8333333333333;50;0;0;0;0;8.33333333333333;41.6666666666667;0;100
"081070433MM";6.78125;32;30.75;4;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;100;0;0;100
"081070463MM";11.1944444444444;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;100;0;0;100
"081070490MM";9.5;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"081070815MM";11.1;10;28.8333333333333;6;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;18.75;81.25;100;0
"081080074SS";18;3;12;1;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;100
"082070004MM";10.2222222222222;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"082070187MM";7.74285714285714;35;1;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"083010905MM";11.75;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"084010904MM";6.28125;32;29;4;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"084070165SS";15.1944444444444;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;2.77777777777778;0;0;0;97.2222222222222;0;100
"084080033SS";14.9375;16;0;0;0;0;0;0;0;100;0;0;0;0;0;6.25;0;0;0;0;93.75;0;100
"085050491SS";15.75;4;0;0;0;0;0;0;0;100;0;0;0;0;0;0;25;0;0;0;75;100;0
"085070401MM";7.11764705882353;34;12;2;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;100;0;0;100
"085070494MM";4.92307692307692;13;61.6666666666667;12;0;0;0;0;0;100;0;0;0;0;0;0;92;8;0;0;0;96;4
"085080028MM";14.1538461538462;13;31.6;5;0;0;0;0;0;94.4444444444444;0;0;0;5.55555555555556;5.55555555555556;0;5.55555555555556;0;0;0;88.8888888888889;100;0
"086070941MM";8.66666666666667;6;28.4;10;0;0;31.25;43.75;6.25;18.75;0;0;0;0;75;6.25;12.5;0;0;0;6.25;75;25
"087080014SS";9.78571428571429;28;0;0;0;0;0;0;0;96.4285714285714;0;0;0;3.57142857142857;3.57142857142857;0;0;0;0;3.57142857142857;92.8571428571429;100;0
"0874211878M";7.57142857142857;35;21;1;0;0;0;0;0;88.8888888888889;0;0;0;11.1111111111111;11.1111111111111;0;0;0;0;0;88.8888888888889;0;100
"088000449MM";9.58333333333333;12;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"088020010MM";10.4444444444444;27;79.6;5;0;0;0;0;0;96.875;0;0;0;3.125;3.125;3.125;0;0;0;3.125;90.625;0;100
"088070260MM";9.52777777777778;36;0;0;0;0;0;0;0;91.6666666666667;0;0;0;8.33333333333333;8.33333333333333;0;0;0;0;0;91.6666666666667;100;0
"088070266SS";13.875;16;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"089010937MM";9.24;25;60.6666666666667;3;0;0;0;0;0;100;0;0;0;0;0;0;3.57142857142857;0;0;14.2857142857143;82.1428571428571;100;0
"089010998MM";7.4;15;21;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;100;0;0;100
"089060263MM";13;27;22;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;3.57142857142857;96.4285714285714;100;0
"089070206SS";18;23;7;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"089070949MM";8.34285714285714;35;36;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;2.77777777777778;97.2222222222222;0;100
"089080034SS";10.6;25;35.3333333333333;3;0;0;0;0;0;100;0;0;0;0;0;3.57142857142857;0;0;0;0;96.4285714285714;100;0
"0900427130S";11.7058823529412;34;25;2;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"090070783MM";8.93939393939394;33;34.3333333333333;3;0;0;0;0;0;91.6666666666667;0;0;5.55555555555556;2.77777777777778;8.33333333333333;0;0;0;0;0;91.6666666666667;0;100
"091070175MM";12.0294117647059;34;10;2;0;0;0;0;2.77777777777778;97.2222222222222;0;0;0;0;2.77777777777778;0;0;0;0;2.77777777777778;94.4444444444444;0;100
"091070481MM";13.3055555555556;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"092070109MM";11.4117647058824;34;31.5;2;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"092070713MM";4.66666666666667;27;35;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"092070961MM";10.5555555555556;27;69;1;0;0;0;0;0;100;0;0;0;0;0;3.57142857142857;0;10.7142857142857;0;82.1428571428571;3.57142857142857;0;100
"092080155SS";7.55555555555556;27;6;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"093010953MM";0;1;7;8;0;0;0;0;0;0;88.8888888888889;0;11.1111111111111;0;100;0;0;0;0;0;0;0;100
"093010988MM";6.16666666666667;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"093020030MM";10.9473684210526;19;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;100;0;0;100
"093040769MM";9.38709677419355;31;21;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"094070437MM";5.10344827586207;29;25.8571428571429;7;0;0;0;0;0;100;0;0;0;0;0;0;88.8888888888889;0;0;11.1111111111111;0;0;100
"094080148SS";19;3;11;1;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;100
"095070912MM";0;1;7;8;0;0;0;0;0;0;88.8888888888889;0;11.1111111111111;0;100;0;0;0;0;0;0;0;100
"096050727MM";8.44;25;32.6666666666667;3;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"096070152SS";7.5;14;18.5;2;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"096070172SS";9.33333333333333;12;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;8.33333333333333;91.6666666666667;0;100
"096080144SS";11.4375;16;0;0;0;0;0;0;0;68.75;0;0;0;31.25;31.25;0;0;0;0;0;68.75;100;0
"097070148MM";11.5277777777778;36;0;0;0;0;0;0;0;94.4444444444444;0;0;0;5.55555555555556;5.55555555555556;0;2.77777777777778;0;0;0;91.6666666666667;100;0
"098010931MM";5.16666666666667;12;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"098070298SS";11;2;2;2;0;0;100;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;100
"098070780MM";6.45833333333333;24;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"098080631SS";12.2647058823529;34;16;2;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"099070262SS";11.0666666666667;15;30;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"099070409MM";10.5428571428571;35;1;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;19.4444444444444;80.5555555555556;66.6666666666667;33.3333333333333
"099090878MM";13.0277777777778;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;2.77777777777778;97.2222222222222;100;0
"100030003SS";11.4166666666667;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;2.77777777777778;97.2222222222222;0;100
"100030209SS";12.4285714285714;35;4;1;0;0;0;0;0;100;0;0;0;0;0;0;5.55555555555556;0;0;2.77777777777778;91.6666666666667;0;100
"100080407MM";9.22222222222222;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"100080440MM";8;35;31;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"100090598MM";5.38888888888889;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"101030426SS";12;23;45;1;0;0;0;0;0;91.6666666666667;0;0;0;8.33333333333333;8.33333333333333;0;4.16666666666667;0;0;0;87.5;100;0
"101080411MM";8.62857142857143;35;34;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"101080457MM";8.65384615384615;26;9.5;2;0;0;0;0;0;96.4285714285714;0;0;0;3.57142857142857;3.57142857142857;3.57142857142857;0;0;0;0;92.8571428571429;0;100
"101080491MM";8.5;4;0;0;0;0;0;0;0;100;0;0;0;0;0;25;0;0;0;0;75;0;100
"102030155SS";9.81818181818182;11;6;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;8.33333333333333;91.6666666666667;0;100
"102080437MM";5.72222222222222;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"102090119SS";20.5;4;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"102090124MM";11.5357142857143;28;11;8;0;0;0;0;0;75;22.2222222222222;0;0;2.77777777777778;25;0;0;0;0;0;75;0;100
"103030065SS";12.4285714285714;7;44;5;0;0;0;0;0;100;0;0;0;0;0;0;66.6666666666667;0;0;0;33.3333333333333;0;100
"103030075SS";14.8928571428571;28;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;85.7142857142857;14.2857142857143
"103030228MM";8.13888888888889;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"103030299MM";12.4722222222222;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"103080471MM";12.1111111111111;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;25;0;0;0;75;0;100
"104030647SS";11;12;0;0;0;0;0;0;0;100;0;0;0;0;0;0;91.6666666666667;0;0;8.33333333333333;0;0;100
"104090166SS";14.037037037037;27;1.88888888888889;9;0;0;0;0;0;33.3333333333333;0;0;0;66.6666666666667;66.6666666666667;0;0;0;0;30.5555555555556;2.77777777777778;100;0
"104090186SS";17.75;24;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"105080460MM";11.3333333333333;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;100;0;0;0;0;100;0
"105090100MM";5.2;5;59;4;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;11.1111111111111;88.8888888888889;0;100
"105090119MM";11;15;30;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"106030353SS";9.63333333333333;30;71;6;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"106030965MM";12.0909090909091;11;43;3;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;7.14285714285714;92.8571428571429;0;100
"106080475MM";8.91666666666667;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"106080493MM";12;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;100;0;0;100
"106090109SS";20.0833333333333;12;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"107030332SS";4.75;20;20.25;4;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;91.6666666666667;8.33333333333333;0;100
"107030469MM";11.8055555555556;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"107070852SS";9.5;4;0;0;0;0;0;0;0;50;0;0;0;50;50;0;0;0;0;0;50;0;100
"107090108SS";6.82142857142857;28;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"107090169SS";17;4;0;0;0;0;0;0;0;75;0;0;0;25;25;0;0;0;0;0;75;0;100
"108030061SS";8.125;8;2;4;0;0;0;0;0;0;0;0;41.6666666666667;58.3333333333333;100;0;0;0;0;0;0;0;100
"108030252SS";12.6666666666667;12;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"108090178MM";7.33333333333333;3;29;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;25;0;75;0;100
"109020931SS";10.5714285714286;35;9;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"109030112SS";14.6666666666667;21;12.3333333333333;3;0;0;0;0;0;54.1666666666667;0;0;0;45.8333333333333;45.8333333333333;0;0;0;0;0;54.1666666666667;0;100
"109090124SS";15.25;4;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"110000495SS";11.3;20;20.5;4;0;0;0;0;0;100;0;0;0;0;0;20.8333333333333;45.8333333333333;0;0;33.3333333333333;0;0;100
"110030936MM";13;12;37;2;0;0;0;0;0;100;0;0;0;0;0;7.14285714285714;0;0;0;78.5714285714286;14.2857142857143;0;100
"110080459MM";8.96666666666667;30;55.6666666666667;6;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"110090135MM";11.6666666666667;12;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"110090590MM";11.0833333333333;12;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"111020589SS";15.2647058823529;34;42;2;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"111080414MM";10.5;16;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"111080496MM";3.875;8;41;1;0;0;0;0;0;100;0;0;0;0;0;0;77.7777777777778;0;0;22.2222222222222;0;0;100
"111090138SS";13.5714285714286;35;12;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"111090159SS";19.5;4;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"111090199SS";19.2142857142857;14;13;2;0;0;0;6.25;0;93.75;0;0;0;0;6.25;0;0;0;0;0;93.75;0;100
"112000440SS";18.1111111111111;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"112080418MM";1.74074074074074;27;25.5555555555556;9;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;2.77777777777778;97.2222222222222;0;100
"112080435MM";8.58620689655172;29;26.8571428571429;7;0;0;0;0;2.77777777777778;97.2222222222222;0;0;0;0;2.77777777777778;0;0;0;0;52.7777777777778;44.4444444444444;0;100
"112090147SS";11.375;16;0;0;0;0;0;0;0;100;0;0;0;0;0;6.25;0;0;0;0;93.75;75;25
"113000466SS";19.3055555555556;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;13.8888888888889;0;0;52.7777777777778;33.3333333333333;0;100
"113030912MM";11.7857142857143;14;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"113080405MM";6.17857142857143;28;24.125;8;0;0;0;0;5.55555555555556;94.4444444444444;0;0;0;0;5.55555555555556;0;0;0;0;13.8888888888889;80.5555555555556;0;100
"113080411MM";8.25;4;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"113080460MM";10.1666666666667;12;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"113080494MM";10.8285714285714;35;2;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;2.77777777777778;97.2222222222222;100;0
"113090139SS";8.16;25;15.8181818181818;11;0;0;0;0;0;100;0;0;0;0;0;0;69.4444444444444;0;0;8.33333333333333;22.2222222222222;0;100
"114020911SS";10.8333333333333;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"114030288MM";8.33333333333333;33;28.3333333333333;3;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;5.55555555555556;94.4444444444444;0;100
"114030459SS";16.0625;16;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"114080456MM";10.75;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"114090178SS";11.4285714285714;21;14.6666666666667;3;0;0;0;0;0;100;0;0;0;0;0;0;4.16666666666667;8.33333333333333;4.16666666666667;4.16666666666667;79.1666666666667;0;100
"114090542MM";9.96428571428571;28;0;0;0;0;0;0;0;100;0;0;0;0;0;0;3.57142857142857;0;0;0;96.4285714285714;0;100
"115030615SS";10.9117647058824;34;24;2;0;0;0;0;0;100;0;0;0;0;0;0;5.55555555555556;0;0;11.1111111111111;83.3333333333333;100;0
"115030934SS";12.0714285714286;28;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;3.57142857142857;96.4285714285714;100;0
"115080452MM";10.6857142857143;35;2;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;2.77777777777778;97.2222222222222;100;0
"116030041SS";9.4;15;2;1;0;0;6.25;0;0;93.75;0;0;0;0;6.25;0;0;0;0;6.25;87.5;0;100
"116030067SS";4.27272727272727;33;11.3333333333333;3;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;5.55555555555556;94.4444444444444;0;100
"116030955MM";9;3;19;6;0;0;33.3333333333333;0;0;0;55.5555555555556;0;11.1111111111111;0;100;0;0;0;0;0;0;0;100
"116080411MM";8.375;8;72.1666666666667;6;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"116090103SS";18.5;12;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"116090519MM";4;2;14.1;10;0;0;0;0;0;16.6666666666667;83.3333333333333;0;0;0;83.3333333333333;0;0;0;0;0;16.6666666666667;100;0
"117030040MM";10.4722222222222;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"117030084SS";12.25;4;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"117030943MM";11.3333333333333;9;80;5;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"117060695MM";8;1;14.6666666666667;3;0;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;0;100
"117080428MM";5.40740740740741;27;24;1;0;0;0;0;0;100;0;0;0;0;0;0;3.57142857142857;0;0;3.57142857142857;92.8571428571429;0;100
"117090141MM";9.62857142857143;35;13;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;100;0;0;100
"117090178MM";4.82857142857143;35;30;1;0;0;0;0;0;100;0;0;0;0;0;0;75;0;0;2.77777777777778;22.2222222222222;100;0
"118010956SS";20.6666666666667;12;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"118030068SS";0;0;57.5;4;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;25;75;0;100
"118030902MM";11;8;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"118030978MM";10.8333333333333;6;0;0;0;0;16.6666666666667;0;0;83.3333333333333;0;0;0;0;16.6666666666667;0;0;0;0;0;83.3333333333333;0;100
"118060465SS";21.75;4;8.66666666666667;12;0;0;0;0;0;31.25;0;0;68.75;0;68.75;0;0;0;0;12.5;18.75;100;0
"118080478MM";6.08695652173913;23;31.4;5;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"118090137SS";20;1;4.18181818181818;11;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;100;0
"119060447SS";12.969696969697;33;17.3333333333333;3;0;0;0;0;0;97.2222222222222;0;0;0;2.77777777777778;2.77777777777778;0;0;0;0;0;97.2222222222222;0;100
"119090122MM";7.85714285714286;21;11.6666666666667;3;0;0;0;0;0;50;37.5;0;12.5;0;50;0;0;0;0;0;50;0;100
"120000473SS";11;15;23;1;0;0;0;0;0;87.5;0;0;12.5;0;12.5;0;6.25;0;0;0;81.25;0;100
"120020843MM";7.25;4;30.5;2;0;0;0;0;0;100;0;0;0;0;0;0;33.3333333333333;0;0;66.6666666666667;0;0;100
"120040934MM";10.4814814814815;27;32;1;0;0;0;0;0;100;0;0;0;0;0;3.57142857142857;0;0;0;96.4285714285714;0;0;100
"120060493MM";13.1666666666667;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"121000416MM";5.75;4;0;0;0;0;0;0;0;100;0;0;0;0;0;25;0;0;0;0;75;0;100
"121020546SS";8.45714285714286;35;35;1;0;0;0;0;0;97.2222222222222;0;0;0;2.77777777777778;2.77777777777778;0;0;0;0;0;97.2222222222222;0;100
"121020658SS";16.7083333333333;24;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;4.16666666666667;95.8333333333333;0;100
"121020849SS";13.9230769230769;13;18.3333333333333;3;0;0;0;0;0;100;0;0;0;0;0;6.25;0;0;0;6.25;87.5;0;100
"121050149MM";7.06666666666667;30;80;6;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;5.55555555555556;94.4444444444444;0;100
"121080411MM";9.86666666666667;15;25;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"121090552MM";0;0;8.5;4;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;100
"122020469SS";8.39130434782609;23;16.6153846153846;13;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"122020800MM";2.14705882352941;34;17;2;0;0;0;0;0;100;0;0;0;0;0;0;0;0;8.33333333333333;0;91.6666666666667;0;100
"122030289SS";6.16666666666667;12;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;91.6666666666667;8.33333333333333;0;100
"123020496SS";10.5588235294118;34;13.5;2;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"123060415MM";15.25;4;90;5;0;0;0;0;0;100;0;0;0;0;0;0;33.3333333333333;0;0;11.1111111111111;55.5555555555556;100;0
"123060490MM";9.34285714285714;35;41;1;0;0;0;0;0;100;0;0;0;0;0;0;94.4444444444444;0;0;5.55555555555556;0;0;100
"123060563MM";7.83333333333333;24;0;0;0;0;0;0;0;95.8333333333333;0;0;4.16666666666667;0;4.16666666666667;0;0;0;0;0;95.8333333333333;100;0
"123090190SS";19;14;18;2;0;0;0;0;0;100;0;0;0;0;0;6.25;0;0;0;6.25;87.5;0;100
"124030078SS";8.84;25;20;11;0;0;0;0;0;97.2222222222222;0;2.77777777777778;0;0;0;0;0;0;2.77777777777778;0;97.2222222222222;0;100
"124030345SS";9.52173913043478;23;12;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"124090101MM";10.9722222222222;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;27.7777777777778;0;0;0;72.2222222222222;0;100
"124090188SS";11.4285714285714;14;6.5;2;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;6.25;93.75;0;100
"125000435SS";17;4;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"125050114SS";11.6428571428571;28;1.875;8;0;0;0;0;0;63.8888888888889;0;0;0;36.1111111111111;36.1111111111111;0;0;0;0;0;63.8888888888889;100;0
"125060431SS";12;4;9.5;8;0;0;0;0;0;33.3333333333333;0;0;0;66.6666666666667;66.6666666666667;0;0;0;0;33.3333333333333;0;0;100
"125060547MM";4;4;0;0;0;0;0;0;0;0;0;0;75;25;100;0;0;0;0;0;0;0;100
"125090155SS";15.75;12;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"125090174SS";3.12903225806452;31;25.4;5;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;5.55555555555556;94.4444444444444;0;100
"126000449SS";18.1666666666667;24;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"126030335MM";6.78571428571429;28;0;0;0;0;0;0;0;100;0;0;0;0;0;0;3.57142857142857;0;0;3.57142857142857;92.8571428571429;100;0
"126030920MM";9.91666666666667;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"126050607MM";5;13;25;3;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;93.75;6.25;0;100
"126090169SS";0;0;10.25;4;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;100
"127020454SS";18.0277777777778;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"127020460MM";13.0277777777778;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
