"Media_dias_adelanto";"Veces_adelanto";"Media_dias_tarde";"Veces_atraso";"Blanco";"Incidencia";"No_Contacto";"No_Enviara";"Enviara";"Limpio";"Baja";"Depuracion";"Inc_Definitiva";"Inc_Provisional";"NoRecogido";"Tipo_Carta";"Tipo_Email";"Tipo_Fax";"Tipo_Otros";"Tipo_Telefono";"Tipo_Web";"Tiene_Gestoria";"No_Tiene_Gestoria"
"803115454SS";18.3333333333333;3;11;1;0;0;0;0;0;100;0;0;0;0;0;0;50;0;0;50;0;0;100
"803115481SS";19;4;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"803146276MM";4;3;13.8181818181818;11;0;0;21.4285714285714;0;0;0;57.1428571428571;0;21.4285714285714;0;100;0;0;0;0;0;0;0;100
"804105800MM";11;8;42;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"804105873MM";0;0;13.7777777777778;9;0;0;0;0;0;0;77.7777777777778;0;0;22.2222222222222;100;0;0;0;0;0;0;0;100
"804115405SS";6.64285714285714;14;8.5;2;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"804115417MM";8;3;22;1;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;100
"804115439SS";6.25;4;0;0;0;0;100;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;100
"804115452SS";0;0;25.5;4;0;0;75;0;0;25;0;0;0;0;75;0;0;0;0;0;25;0;100
"804115468SS";12;2;34;2;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;100
"804115497SS";8.26666666666667;15;18;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;25;75
"804146373MM";0;1;60.6666666666667;3;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;100
"805115456SS";11.25;4;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;25;75;100;0
"805135039MM";6.5;4;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"805166714SS";16.25;4;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"805177748MM";0;1;60.6666666666667;3;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;100
"806115486MM";9;4;21.5;2;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;100
"806115493SS";22.25;4;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"806125281SS";4.75;4;0;0;0;0;100;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;100
"806135503SS";17.75;4;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"807105644MM";7.85185185185185;27;32;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"807125626MM";12.625;16;13.9166666666667;12;0;0;0;0;0;64.2857142857143;28.5714285714286;0;7.14285714285714;0;32.1428571428571;3.57142857142857;0;0;0;0;64.2857142857143;0;100
"807135345MM";10.8571428571429;7;22.5;2;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;22.2222222222222;77.7777777777778;0;100
"808115407SS";17;3;13;1;0;0;0;0;0;0;0;0;100;0;75;25;0;0;0;0;0;100;0
"808115432SS";12;2;34;2;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;100
"808115457SS";12;2;34;2;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;100
"809115194MM";0;1;34;3;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"809115457MM";2.5;2;26.5;2;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"809146237MM";11;2;31;2;0;0;75;0;0;0;0;0;25;0;100;0;0;0;0;0;0;0;100
"810115532MM";7.18518518518519;27;25;1;0;0;0;0;0;100;0;0;0;0;0;3.57142857142857;3.57142857142857;92.8571428571429;0;0;0;0;100
"810115555MM";12;2;11;2;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;100
"810115559MM";6.5;4;0;0;0;0;100;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;100
"811146955SS";5;4;0;0;0;0;75;0;0;0;0;0;25;0;100;0;0;0;0;0;0;0;100
"811197339MM";0;0;16.5;4;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;100
"812115125MM";7.14814814814815;27;35;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"812115535MM";1;2;29;2;0;0;0;0;0;0;0;0;100;0;50;0;25;0;0;25;0;0;100
"812135110MM";5;13;18.6666666666667;3;0;0;0;0;0;25;56.25;0;18.75;0;75;6.25;0;0;0;0;18.75;0;100
"812166027MM";11.4615384615385;13;74;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;7.14285714285714;92.8571428571429;0;100
"812166854MM";7.44444444444444;9;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;66.6666666666667;33.3333333333333;0;100
"812197339MM";0;1;60.6666666666667;3;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;100
"814146993SS";7.06666666666667;15;8;1;0;0;0;0;0;100;0;0;0;0;0;0;6.25;0;0;6.25;87.5;0;100
"814166026MM";10;3;12;5;0;0;0;0;0;25;62.5;0;12.5;0;75;0;12.5;0;0;12.5;0;0;100
"814166156MM";11.5;2;44.5;2;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;25;75;0;100
"814187138SS";6.25;4;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"815115585MM";2.5;4;0;0;0;0;75;0;0;0;0;0;25;0;100;0;0;0;0;0;0;0;100
"815166027MM";3.6;5;10;9;0;0;28.5714285714286;0;0;0;64.2857142857143;0;7.14285714285714;0;100;0;0;0;0;0;0;0;100
"815187144SS";10.6666666666667;3;34;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;25;0;75;0;100
"816115547MM";6.41666666666667;12;50.2;5;0;0;0;0;0;100;0;0;0;0;0;0;5.88235294117647;0;0;0;94.1176470588235;0;100
"816146064MM";8;3;10;11;0;0;28.5714285714286;0;0;0;64.2857142857143;0;7.14285714285714;0;100;0;0;0;0;0;0;0;100
"816197158MM";8.5;2;35.5;2;0;0;0;0;0;100;0;0;0;0;0;0;50;0;0;50;0;0;100
"817166021MM";9;13;51;3;0;0;0;0;0;100;0;0;0;0;0;0;12.5;0;0;0;87.5;0;100
"817166929MM";9.30769230769231;13;50;3;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;18.75;81.25;0;100
"818125302MM";6;1;37.3333333333333;3;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;50;50;0;100
"818187150SS";12;2;34;2;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;100
"819115141MM";4;2;7.28571428571429;7;0;0;22.2222222222222;0;0;0;66.6666666666667;0;11.1111111111111;0;100;0;0;0;0;0;0;0;100
"820125740MM";0;1;60.6666666666667;3;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;100
"820135244SS";14.1666666666667;12;17;2;0;0;0;0;0;92.8571428571429;0;0;0;7.14285714285714;7.14285714285714;0;0;0;0;0;92.8571428571429;0;100
"821156111MM";11;1;11.125;8;0;0;0;0;0;0;77.7777777777778;0;22.2222222222222;0;88.8888888888889;11.1111111111111;0;0;0;0;0;0;100
"821156113MM";11.4375;16;0;0;0;0;0;0;0;100;0;0;0;0;0;6.25;0;0;0;0;93.75;100;0
"821166042MM";0;0;17.5;6;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;100
"822104050MM";3.4;5;47.6363636363636;11;0;0;6.25;0;6.25;87.5;0;0;0;0;12.5;0;18.75;0;6.25;0;62.5;0;100
"822105479MM";4.6;5;37;15;0;0;15;0;0;0;45;0;40;0;100;0;0;0;0;0;0;0;100
"822135241SS";18;3;1;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"822146979MM";0;0;21.125;8;0;0;0;0;0;0;62.5;0;37.5;0;100;0;0;0;0;0;0;0;100
"822146996SS";5;4;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"823125121SS";5.5;2;33;2;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;100;0;0;100
"823176118MM";0;0;145;2;0;0;0;0;0;100;0;0;0;0;0;0;100;0;0;0;0;0;100
"823177794MM";0;1;63.6666666666667;3;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;75;25;0;100
"823187114SS";7.33333333333333;3;1;1;0;0;100;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;100
"823197635MM";8.66666666666667;3;36;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;100;0;100;0
"824105904SS";7.55555555555556;9;13.4285714285714;7;0;0;0;0;0;37.5;0;0;0;62.5;62.5;0;0;0;0;6.25;31.25;100;0
"824176145MM";12.75;16;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"824187666MM";9;1;70.6666666666667;3;0;0;0;0;0;100;0;0;0;0;0;25;0;0;0;50;25;0;100
"825156557MM";0;0;63.8333333333333;6;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;100
"825197638MM";5;3;25;1;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;100;0
"826115127MM";6.33333333333333;3;24;1;0;0;75;0;0;0;0;0;25;0;100;0;0;0;0;0;0;0;100
"826115575SS";5.5;4;0;0;0;0;75;0;0;0;0;0;25;0;100;0;0;0;0;0;0;0;100
"826166195SS";6.66666666666667;3;25;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;25;0;75;100;0
"827146980SS";12.8;15;12;1;0;0;0;0;0;100;0;0;0;0;0;6.25;0;0;0;0;93.75;0;100
"828105479MM";10.75;4;14.7058823529412;17;0;0;47.6190476190476;0;0;0;42.8571428571429;0;9.52380952380952;0;100;0;0;0;0;0;0;0;100
"828105546MM";10.6666666666667;15;23.5;2;0;0;0;0;0;100;0;0;0;0;0;5.88235294117647;5.88235294117647;0;0;0;88.2352941176471;0;100
"828135203SS";11.875;16;0;0;0;0;0;0;0;75;0;0;25;0;25;0;0;0;0;0;75;100;0
"828177580SS";6;2;20;2;0;0;0;0;0;25;0;0;0;75;75;0;0;0;0;25;0;0;100
"829115675MM";5.16666666666667;6;33.6666666666667;3;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"829197339MM";0;0;49.6;5;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;100
"830125503MM";10.3333333333333;3;14;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"830125504MM";13;4;46.6;5;0;0;55.5555555555556;0;0;0;0;0;44.4444444444444;0;100;0;0;0;0;0;0;0;100
"830156141MM";2.85714285714286;7;12.8888888888889;9;0;0;50;0;0;0;37.5;0;12.5;0;100;0;0;0;0;0;0;0;100
"830176113MM";0;0;26.8333333333333;6;0;0;0;0;0;0;83.3333333333333;0;16.6666666666667;0;100;0;0;0;0;0;0;0;100
"830187031MM";0;1;60.6666666666667;3;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;100
"830187438MM";0;0;12.5;4;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;100
"830187462MM";11.6666666666667;3;32;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"831125503MM";11.8928571428571;28;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"831146645SS";8.66666666666667;3;1;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"831146663SS";12;2;34;2;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;100
"831146913MM";0;0;47;2;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;100
"831187749MM";7;3;18;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;25;75;0;100
"832146913SS";12.1333333333333;15;8;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;12.5;87.5;0;100
"832146919SS";15.0714285714286;14;43.5;2;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"832146922SS";17;13;11;1;0;0;0;0;0;100;0;0;0;0;0;7.14285714285714;0;0;0;0;92.8571428571429;0;100
"832146948SS";17.5;4;0;0;0;0;0;0;0;100;0;0;0;0;0;0;25;0;0;0;75;0;100
"832146994MM";0;0;13.5;4;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;100
"832156063MM";11.75;8;24;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;11.1111111111111;88.8888888888889;0;100
"832156796MM";6.33333333333333;3;25;1;0;0;75;0;0;0;0;0;25;0;100;0;0;0;0;0;0;0;100
"832176193MM";6.25;12;25.5;2;0;0;7.14285714285714;0;0;50;0;0;35.7142857142857;7.14285714285714;50;0;0;0;0;0;50;0;100
"833104094MM";6.90322580645161;31;20;5;0;0;0;0;0;100;0;0;0;0;0;0;2.77777777777778;0;2.77777777777778;0;94.4444444444444;100;0
"833125502MM";9.33333333333333;27;30;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;3.57142857142857;96.4285714285714;0;100
"833125506MM";7.5;10;60.5;6;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"833125508MM";5.31818181818182;22;42.8333333333333;6;0;0;0;0;0;100;0;0;0;0;0;0;3.57142857142857;0;3.57142857142857;0;92.8571428571429;0;100
"833135203SS";17.5;12;19;2;0;0;0;0;0;35.7142857142857;0;0;64.2857142857143;0;64.2857142857143;0;7.14285714285714;0;0;0;28.5714285714286;0;100
"833136853MM";6.07142857142857;14;0;0;0;0;0;85.7142857142857;14.2857142857143;0;0;0;0;0;100;0;0;0;0;0;0;0;100
"833146616MM";0;0;49.6;5;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;100
"833146627SS";18.25;4;0;0;0;0;0;0;0;25;0;0;0;75;75;0;0;0;0;0;25;0;100
"833146669SS";12;2;34;2;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;100
"833146961SS";4;3;23;1;0;0;75;0;0;0;0;0;25;0;100;0;0;0;0;0;0;0;100
"833166749SS";16.5;14;15.5;2;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;6.25;93.75;100;0
"833187030MM";0;0;32;4;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;100
"834105733SS";7;2;12.5;2;0;0;100;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;100
"834146619SS";5.25;12;13;4;0;0;0;0;0;93.75;0;0;0;6.25;0;0;6.25;0;0;81.25;12.5;0;100
"834146651SS";12;2;34;2;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;100
"834146858MM";14;4;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;100
"834146865MM";9.3125;16;0;0;0;0;0;0;0;100;0;0;0;0;0;6.25;0;0;0;0;93.75;100;0
"834146925SS";16;3;11;1;0;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;0;100
"834156796MM";9.42857142857143;7;63;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;100;0;100;0
"835125506MM";0;2;30;2;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;100
"835125509MM";0;0;16.1111111111111;9;0;0;33.3333333333333;0;0;0;55.5555555555556;0;11.1111111111111;0;100;0;0;0;0;0;0;0;100
"835146986SS";16;14;18;2;0;0;0;0;0;93.75;0;0;0;6.25;0;0;0;0;6.25;6.25;87.5;0;100
"835176188MM";7.14285714285714;14;0;0;0;0;0;0;0;64.2857142857143;0;0;35.7142857142857;0;35.7142857142857;0;0;0;0;0;64.2857142857143;0;100
"836115659MM";4.5;4;0;0;0;0;75;0;0;0;0;0;25;0;100;0;0;0;0;0;0;0;100
"836125299SS";5;2;21;2;0;0;100;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;100
"836146891MM";0;0;77.5;4;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;75;25;0;100
"836146921MM";10.5;4;0;0;0;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;0;100
"836146926SS";19.3333333333333;15;11;1;0;0;0;0;0;100;0;0;0;0;0;6.25;0;0;0;0;93.75;0;100
"837146048MM";9.83333333333333;12;34.5;2;0;0;0;0;0;100;0;0;0;0;0;0;7.14285714285714;0;0;0;92.8571428571429;0;100
"837146677SS";5.66666666666667;12;23.25;4;0;0;6.25;6.25;6.25;50;0;0;0;31.25;50;0;0;0;0;0;50;0;100
"837146956SS";6.66666666666667;3;19;1;0;0;0;0;25;75;0;0;0;0;25;0;25;0;0;0;50;0;100
"837146967SS";5;2;36;2;0;0;50;0;50;0;0;0;0;0;100;0;0;0;0;0;0;0;100
"838104063MM";5.61111111111111;18;54.8461538461538;13;0;0;0;0;0;100;0;0;0;0;0;0;6.45161290322581;0;0;3.2258064516129;90.3225806451613;0;100
"838104075MM";2;2;51;2;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;75;25;100;0
"838104096MM";8.33333333333333;30;30.6666666666667;3;0;0;0;0;0;100;0;0;0;0;0;0;0;3.03030303030303;0;6.06060606060606;90.9090909090909;0;100
"838125505MM";8.46666666666667;15;19;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"838146319MM";9.92857142857143;14;43;2;0;0;0;0;0;100;0;0;0;0;0;0;12.5;0;0;0;87.5;100;0
"838146923MM";11;3;117;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"838187431MM";8.66666666666667;3;20;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;100;0;0;100
"839115238MM";0;1;60.6666666666667;3;0;0;0;0;0;0;0;0;100;0;75;0;0;0;25;0;0;0;100
"839125501MM";5.3;10;72.8333333333333;6;0;0;0;0;0;0;56.25;0;43.75;0;100;0;0;0;0;0;0;0;100
"839125504MM";11.875;16;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"839125507MM";10.0714285714286;14;59.5;2;0;0;0;0;0;100;0;0;0;0;0;6.25;0;0;0;6.25;87.5;0;100
"839136853MM";10.4545454545455;11;22.6666666666667;3;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;100;0;0;100
"839146651SS";12.25;4;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"839146691SS";9;3;17;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"839146919SS";13.3333333333333;3;13;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"839146927SS";15;4;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"840146470MM";0;0;0;0;100;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;100
"840197232MM";14;2;32;2;0;0;0;0;0;50;0;0;50;0;50;0;0;0;0;50;0;0;100
"840197236MM";9.66666666666667;3;25;1;0;0;0;0;0;100;0;0;0;0;0;0;0;25;0;0;75;0;100
"840197245MM";11.5;4;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"841197227MM";6;2;37.5;2;0;0;25;0;0;75;0;0;0;0;25;0;0;0;0;75;0;0;100
"841197229MM";5.33333333333333;3;20;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;100;0;0;100
"841197231MM";0;1;60.6666666666667;3;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;100
"841197243MM";6.66666666666667;3;38;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"842177922MM";8;3;31;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"842187415MM";7.5;4;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"842197230MM";8.33333333333333;3;20;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;100;0;0;100
"842197267MM";0;0;0;0;100;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;100
"843156171SS";8.9375;16;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"843197222MM";0;1;60.6666666666667;3;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;100
"843197230MM";0;1;60.6666666666667;3;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;100
"843197235MM";9;1;60.6666666666667;3;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;75;25;0;100
"844156090SS";5.88888888888889;9;22;5;0;0;0;0;0;42.8571428571429;0;0;0;57.1428571428571;57.1428571428571;0;7.14285714285714;0;0;7.14285714285714;28.5714285714286;85.7142857142857;14.2857142857143
"844187439SS";2.66666666666667;3;1;1;0;0;50;0;0;0;0;0;50;0;100;0;0;0;0;0;0;0;100
"844197227MM";8.66666666666667;3;36;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;100;0;100;0
"844197234MM";4;2;42;2;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;100
"844197247MM";0;1;60.6666666666667;3;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;100
"844197256MM";7.5;4;0;0;0;0;0;0;0;100;0;0;0;0;0;25;0;0;0;75;0;0;100
"845104077MM";0;0;12.5;4;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;100
"845104098MM";11.6571428571429;35;110;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"845197220MM";6.5;4;0;0;0;0;100;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;100
"845197224MM";0;1;60.6666666666667;3;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;100
"845197225MM";0;1;60.6666666666667;3;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;100
"845197228MM";2;4;0;0;0;0;100;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;100
"845197229MM";0;1;60.6666666666667;3;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;100
"846177688MM";0;1;60.6666666666667;3;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;100
"846197222MM";4.25;4;0;0;0;0;0;0;0;100;0;0;0;0;0;25;25;0;0;50;0;0;100
"846197228MM";16;1;44.6666666666667;3;0;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;0;100
"846197229MM";11.5;2;48;2;0;0;0;0;25;75;0;0;0;0;25;0;0;0;0;0;75;100;0
"846197241MM";0;1;60.6666666666667;3;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;100
"846197242MM";8.66666666666667;3;38;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"846197244MM";3;3;26;1;0;0;100;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;100
"846197247MM";6.5;4;0;0;0;0;100;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;100
"847105768MM";0;1;60.6666666666667;3;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;100
"847135275MM";9.94444444444444;18;51;1;0;0;0;0;0;100;0;0;0;0;0;0;5.26315789473684;0;0;0;94.7368421052632;100;0
"847135306MM";4;3;25;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"847146606SS";9.36363636363636;11;7.8;5;0;0;0;0;0;100;0;0;0;0;0;0;0;0;6.25;0;93.75;0;100
"847176196MM";13.0666666666667;15;32;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"847187130MM";0;0;0;0;100;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;100
"847197225MM";6;1;60.6666666666667;3;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;75;25;100;0
"847197228MM";0;1;60.6666666666667;3;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;100
"847197230MM";0;1;60.6666666666667;3;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;100
"8472596357M";6.90909090909091;33;32;3;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"848104007MM";11.3125;16;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"848104030MM";5;2;29;2;0;0;75;0;0;0;0;0;25;0;100;0;0;0;0;0;0;0;100
"848187159MM";0;1;60.6666666666667;3;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;100
"848187429SS";16.3333333333333;3;13;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"848197224MM";0;0;46.5;4;0;0;0;0;0;0;0;0;50;50;100;0;0;0;0;0;0;0;100
"848197231MM";0;1;60.6666666666667;3;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;100
"848197233MM";0;0;13.5;4;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;100
"848197239MM";0;1;60.6666666666667;3;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;100
"849104049MM";8.91176470588235;34;30;2;0;0;0;0;0;100;0;0;0;0;0;0;5.55555555555556;0;0;0;94.4444444444444;100;0
"849105189SS";10.5833333333333;12;11;2;0;0;7.14285714285714;0;0;57.1428571428571;0;0;35.7142857142857;0;42.8571428571429;0;50;0;0;0;7.14285714285714;85.7142857142857;14.2857142857143
"849105765MM";9.79166666666667;24;83.25;4;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;10.7142857142857;89.2857142857143;100;0
"849115295MM";9;3;17.8461538461538;13;0;0;25;0;0;0;56.25;0;18.75;0;100;0;0;0;0;0;0;0;100
"849177706MM";0;0;0;0;100;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;100
"849187412SS";8.25;4;0;0;0;0;0;0;0;100;0;0;0;0;0;0;25;0;0;0;75;0;100
"849187413SS";19.75;4;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"849197228MM";4.25;4;0;0;0;0;0;0;0;100;0;0;0;0;0;25;25;0;0;50;0;0;100
"849197233MM";11.6666666666667;3;18;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"849197248MM";9.25;4;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"851166648SS";15.7;10;44.5;4;0;0;14.2857142857143;0;28.5714285714286;57.1428571428571;0;0;0;0;42.8571428571429;0;0;0;0;0;57.1428571428571;85.7142857142857;14.2857142857143
"851176134MM";12.75;4;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"852104030MM";4.85714285714286;7;10;9;0;0;37.5;0;0;0;56.25;0;6.25;0;100;0;0;0;0;0;0;0;100
"852125212MM";0;0;18.6;5;0;0;0;0;0;20;0;0;80;0;80;0;0;0;0;20;0;100;0
"853105661MM";0;0;0;0;100;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;100
"853166637MM";9.33333333333333;3;24;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;25;75;100;0
"853187590MM";10;3;31;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"854104080MM";4;3;26;1;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;100
"854105740MM";1.66666666666667;6;12.2;10;0;0;25;0;0;0;56.25;0;18.75;0;100;0;0;0;0;0;0;0;100
"854146253MM";11.75;4;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
