NORDENTRANS;CODENCUEST;ANO;MES;RESULTA;FECRESULTA;ENVIO;TIPOREGIST;SGSPRIGRAB;SGSTOTDEPU;NUMACCDEPU;SWGESTORIA;CODTAME
581057078MM;M;2017;3;6;06/04/2017;31702;T;32;80;1;0;0
581057078MM;M;2017;4;6;08/05/2017;41702;T;28;32;1;0;0
581057078MM;M;2017;5;6;06/06/2017;51702;T;5;422;1;0;0
581057078MM;M;2017;6;6;13/07/2017;61702;T;31;20;1;0;0
581057078MM;M;2017;7;6;01/08/2017;71702;T;12;47;1;0;0
581057078MM;M;2017;8;6;05/09/2017;81702;T;21;16;1;0;0
581057078MM;M;2017;9;6;04/10/2017;91702;T;29;6;1;0;0
581057078MM;M;2017;10;6;08/11/2017;101702;T;28;14;1;0;0
581057078MM;M;2017;11;6;12/12/2017;111702;T;24;16;1;0;0
581057078MM;M;2017;12;6;09/01/2018;121702;T;27;18;1;0;0
589057078MM;M;2017;9;3;17/10/2017;91702;;0;0;0;0;0
589057078MM;M;2017;10;6;13/07/2018;;W;0;16;3;0;0
589057078MM;M;2017;11;6;13/07/2018;;E;71;24;2;0;0
589057078MM;M;2017;12;6;13/07/2018;;E;42;29;2;0;0
583057083MM;M;2017;1;6;08/02/2017;11702;W;0;71;1;0;0
583057083MM;M;2017;2;6;06/03/2017;21702;W;0;60;1;0;0
583057083MM;M;2017;3;6;11/04/2017;31702;W;0;107;7;0;0
583057083MM;M;2017;4;6;08/05/2017;41702;T;42;28;1;0;0
583057083MM;M;2017;5;6;08/06/2017;51702;T;46;26;1;0;0
583057083MM;M;2017;6;6;07/07/2017;61702;T;43;33;1;0;0
583057083MM;M;2017;7;6;02/08/2017;71702;T;39;31;1;0;0
583057083MM;M;2017;8;6;04/09/2017;81702;T;33;6;2;0;0
583057083MM;M;2017;9;6;06/10/2017;91702;T;21;97;2;0;0
583057083MM;M;2017;10;6;02/11/2017;101702;T;35;25;3;0;0
583057083MM;M;2017;11;6;05/12/2017;111702;T;37;24;2;0;0
583057083MM;M;2017;12;6;08/01/2018;121702;T;25;59;2;0;0
588057086MM;M;2017;1;6;16/02/2017;11702;W;0;4;1;1;0
588057086MM;M;2017;2;6;07/03/2017;21702;W;0;5;1;1;0
588057086MM;M;2017;3;6;17/04/2017;31702;W;0;6;1;1;0
588057086MM;M;2017;4;6;09/05/2017;41702;W;0;17;1;1;0
588057086MM;M;2017;5;6;12/06/2017;51702;W;0;5;1;1;0
588057086MM;M;2017;6;6;10/07/2017;61702;W;0;7;1;1;0
588057086MM;M;2017;7;6;09/08/2017;71702;W;0;6;1;1;0
588057086MM;M;2017;8;6;13/09/2017;81702;W;0;6;1;1;0
588057086MM;M;2017;9;6;09/10/2017;91702;W;0;10;1;1;0
588057086MM;M;2017;10;6;13/11/2017;101702;W;0;19;1;1;0
588057086MM;M;2017;11;6;04/12/2017;111702;W;0;14;1;1;0
588057086MM;M;2017;12;6;08/01/2018;121702;W;0;12;1;1;0
583057087MM;M;2017;1;6;06/02/2017;11702;W;0;23;1;1;12
583057087MM;M;2017;2;6;07/03/2017;21702;W;0;14;1;1;12
583057087MM;M;2017;3;6;11/04/2017;31702;W;0;6;1;1;12
583057087MM;M;2017;4;6;11/05/2017;41702;W;0;6;1;1;12
583057087MM;M;2017;5;6;01/06/2017;51702;W;0;64;1;1;12
583057087MM;M;2017;6;6;07/07/2017;61702;W;0;5;1;1;12
583057087MM;M;2017;7;6;04/08/2017;71702;W;0;9;1;1;12
583057087MM;M;2017;8;6;06/09/2017;81702;W;0;5;1;1;12
583057087MM;M;2017;9;6;09/10/2017;91702;W;0;11;1;1;12
583057087MM;M;2017;10;6;02/11/2017;101702;W;0;15;1;1;12
583057087MM;M;2017;11;6;05/12/2017;111702;W;0;12;1;1;12
583057087MM;M;2017;12;6;02/01/2018;121702;W;0;12;1;1;12
561057361MM;M;2017;1;6;03/02/2017;11702;W;0;20;1;0;11
561057361MM;M;2017;2;6;14/03/2017;21702;W;0;4;1;0;11
561057361MM;M;2017;3;6;05/04/2017;31702;W;0;6;1;0;11
561057361MM;M;2017;4;6;04/05/2017;41702;W;0;4;1;0;11
561057361MM;M;2017;5;6;05/06/2017;51702;W;0;5;1;0;11
561057361MM;M;2017;6;6;07/07/2017;61702;W;0;9;1;0;11
561057361MM;M;2017;7;6;31/07/2017;71702;W;0;16;2;0;11
561057361MM;M;2017;9;6;17/10/2017;91702;T;38;30;4;0;11
561057361MM;M;2017;10;6;09/11/2017;101702;T;23;8;3;0;11
561057361MM;M;2017;11;6;15/12/2017;111702;T;26;8;2;0;11
561057361MM;M;2017;12;6;04/01/2018;121702;T;29;8;2;0;11
561057361MM;M;2017;8;10;17/10/2017;91702;;0;0;0;0;11
504057450MM;M;2017;1;6;16/02/2017;11702;W;0;18;1;1;11
504057450MM;M;2017;2;6;06/04/2017;31702;W;0;58;1;1;11
504057450MM;M;2017;3;6;20/04/2017;41702;W;0;102;1;1;11
504057450MM;M;2017;4;6;18/05/2017;41702;W;0;38;1;1;11
504057450MM;M;2017;5;6;26/06/2017;61702;W;0;199;2;1;11
504057450MM;M;2017;6;6;21/07/2017;71702;W;0;28;1;1;11
504057450MM;M;2017;7;6;25/08/2017;81702;W;0;26;1;1;11
504057450MM;M;2017;8;6;25/09/2017;91702;W;0;75;1;1;11
504057450MM;M;2017;9;6;20/10/2017;101702;W;0;12;1;1;11
504057450MM;M;2017;10;6;23/11/2017;111702;W;0;24;1;1;11
504057450MM;M;2017;11;6;14/12/2017;111702;W;0;31;1;1;11
504057450MM;M;2017;12;6;24/01/2018;11802;W;0;60;1;1;11
545057469MM;M;2017;1;6;03/02/2017;11702;W;0;23;1;1;11
545057469MM;M;2017;2;6;02/03/2017;21702;W;0;3;1;1;11
545057469MM;M;2017;3;6;12/04/2017;31702;W;0;4;1;1;11
545057469MM;M;2017;4;6;03/05/2017;41702;W;0;21;1;1;11
545057469MM;M;2017;5;6;07/06/2017;51702;W;0;32;1;1;11
545057469MM;M;2017;6;6;03/07/2017;61702;W;0;19;1;1;11
545057469MM;M;2017;7;6;31/07/2017;71702;W;0;18;1;1;11
545057469MM;M;2017;8;6;07/09/2017;81702;W;0;19;1;1;11
545057469MM;M;2017;9;6;09/10/2017;91702;W;0;10;1;1;11
545057469MM;M;2017;10;6;03/11/2017;101702;W;0;17;1;1;11
545057469MM;M;2017;11;6;04/12/2017;111702;W;0;19;1;1;11
545057469MM;M;2017;12;6;02/01/2018;121702;W;0;13;1;1;11
530057597SS;S;2017;9;6;20/10/2017;91702;T;121;10;1;1;14
530057597SS;S;2017;10;6;07/11/2017;101702;T;9;24;1;1;14
530057597SS;S;2017;11;6;04/12/2017;111702;T;11;19;1;1;14
530057597SS;S;2017;12;6;08/01/2018;121702;T;8;35;1;1;14
543057733MM;M;2017;9;9;16/10/2017;91702;;0;0;0;0;12
543057733MM;M;2017;10;9;16/10/2017;101702;;0;0;0;0;12
543057733MM;M;2017;11;9;16/10/2017;111702;;0;0;0;0;12
543057733MM;M;2017;12;9;16/10/2017;121702;;0;0;0;0;12
545057768MM;M;2017;1;6;17/02/2017;11702;T;19;22;1;0;0
545057768MM;M;2017;2;6;15/03/2017;21702;T;20;17;1;0;0
545057768MM;M;2017;3;6;10/04/2017;31702;T;22;12;1;0;0
545057768MM;M;2017;4;6;16/05/2017;41702;T;34;21;1;0;0
545057768MM;M;2017;5;6;08/06/2017;51702;T;22;17;1;0;0
545057768MM;M;2017;6;6;10/07/2017;61702;T;17;5;1;0;0
545057768MM;M;2017;7;6;14/08/2017;71702;T;17;16;1;0;0
545057768MM;M;2017;8;6;15/09/2017;81702;T;21;12;1;0;0
545057768MM;M;2017;9;6;11/10/2017;91702;T;18;12;1;0;0
545057768MM;M;2017;10;6;09/11/2017;101702;T;23;8;1;0;0
545057768MM;M;2017;11;6;05/12/2017;111702;T;18;13;1;0;0
545057768MM;M;2017;12;6;11/01/2018;121702;T;25;18;1;0;0
514057936MM;M;2017;1;6;10/02/2017;11702;W;0;51;1;1;0
514057936MM;M;2017;2;6;14/03/2017;21702;W;0;39;1;1;0
514057936MM;M;2017;3;6;07/04/2017;31702;W;0;14;1;1;0
514057936MM;M;2017;4;6;08/05/2017;41702;W;0;16;1;1;0
514057936MM;M;2017;5;6;04/07/2017;61702;W;0;10;1;1;0
514057936MM;M;2017;6;6;07/07/2017;61702;W;0;5;1;1;0
514057936MM;M;2017;7;6;17/08/2017;71702;W;0;6;1;1;0
514057936MM;M;2017;8;6;06/09/2017;81702;W;0;7;1;1;0
514057936MM;M;2017;9;6;16/10/2017;91702;W;0;14;1;1;0
514057936MM;M;2017;10;6;07/11/2017;101702;W;0;21;1;1;0
514057936MM;M;2017;11;6;11/12/2017;111702;W;0;8;1;1;0
514057936MM;M;2017;12;6;15/01/2018;121702;W;0;13;1;1;0
538067227MM;M;2017;1;6;13/02/2017;11702;T;80;39;1;0;15
538067227MM;M;2017;2;6;14/03/2017;21702;T;72;68;1;0;15
538067227MM;M;2017;3;6;10/04/2017;31702;T;72;18;1;0;15
538067227MM;M;2017;4;6;11/05/2017;41702;T;112;15;1;0;15
538067227MM;M;2017;5;6;13/06/2017;51702;T;82;71;1;0;15
538067227MM;M;2017;6;6;07/07/2017;61702;T;74;73;2;0;15
538067227MM;M;2017;7;6;16/08/2017;71702;T;66;23;1;0;15
538067227MM;M;2017;8;6;11/09/2017;81702;T;56;30;1;0;15
538067227MM;M;2017;9;6;10/10/2017;91702;T;63;21;1;0;15
538067227MM;M;2017;10;6;09/11/2017;101702;T;70;16;1;0;15
538067227MM;M;2017;11;6;12/12/2017;111702;T;70;20;1;0;15
538067227MM;M;2017;12;6;16/01/2018;121702;T;72;19;1;0;15
585067249MM;M;2017;1;6;06/02/2017;11702;W;0;19;1;0;14
585067249MM;M;2017;2;6;07/03/2017;21702;W;0;4;1;0;14
585067249MM;M;2017;3;6;12/04/2017;31702;W;0;5;1;0;14
585067249MM;M;2017;4;6;09/05/2017;41702;W;0;4;1;0;14
585067249MM;M;2017;5;6;07/06/2017;51702;W;0;7;1;0;14
585067249MM;M;2017;6;6;10/07/2017;61702;W;0;12;1;0;14
585067249MM;M;2017;7;6;07/08/2017;71702;W;0;10;1;0;14
585067249MM;M;2017;8;6;06/09/2017;81702;W;0;6;1;0;14
585067249MM;M;2017;9;6;09/10/2017;91702;W;0;9;1;0;14
585067249MM;M;2017;10;6;07/11/2017;101702;W;0;21;1;0;14
585067249MM;M;2017;11;6;05/12/2017;111702;W;0;13;1;0;14
585067249MM;M;2017;12;6;04/01/2018;121702;W;0;13;1;0;14
592067245MM;M;2017;2;4;15/03/2017;21702;;0;0;0;0;16
592067245MM;M;2017;3;4;10/04/2017;31702;;0;0;0;0;16
592067245MM;M;2017;4;4;12/05/2017;41702;;0;0;0;0;16
592067245MM;M;2017;5;4;02/06/2017;51702;;0;0;0;0;16
592067245MM;M;2017;10;4;08/11/2017;101702;;0;0;0;0;16
592067245MM;M;2017;11;4;13/12/2017;111702;;0;0;0;0;16
592067245MM;M;2017;6;4;04/07/2017;61702;;0;0;0;0;16
592067245MM;M;2017;7;4;10/08/2017;71702;;0;0;0;0;16
592067245MM;M;2017;8;4;15/09/2017;81702;;0;0;0;0;16
592067245MM;M;2017;9;4;11/10/2017;91702;;0;0;0;0;16
592067245MM;M;2017;1;5;17/02/2017;11702;;0;0;0;0;16
592067245MM;M;2017;12;6;27/04/2018;41802;E;198;49;1;0;16
501067390MM;M;2017;9;3;18/10/2017;91702;;0;0;0;1;11
501067390MM;M;2017;7;5;18/09/2017;81702;;0;0;0;1;11
501067390MM;M;2017;8;5;18/09/2017;81702;;0;0;0;1;11
501067390MM;M;2017;1;6;13/03/2017;21702;O;28;99;2;1;11
501067390MM;M;2017;2;6;14/03/2017;21702;W;0;4;1;1;11
501067390MM;M;2017;3;6;17/04/2017;31702;W;0;4;1;1;11
501067390MM;M;2017;4;6;08/05/2017;41702;W;0;6;1;1;11
501067390MM;M;2017;5;6;15/06/2017;51702;W;0;5;1;1;11
501067390MM;M;2017;6;6;17/07/2017;61702;W;0;10;1;1;11
501067390MM;M;2017;10;6;10/11/2017;101702;W;0;20;1;1;11
501067390MM;M;2017;11;6;09/01/2018;121702;W;0;19;1;1;11
501067390MM;M;2017;12;6;08/01/2018;121702;W;0;17;1;1;11
501068425SS;S;2017;1;6;21/02/2017;11702;W;0;153;1;0;16
501068425SS;S;2017;2;6;21/03/2017;21702;W;0;11;1;0;16
501068425SS;S;2017;3;6;19/04/2017;31702;W;0;26;1;0;16
501068425SS;S;2017;4;6;29/05/2017;51702;W;0;12;1;0;16
501068425SS;S;2017;5;6;22/06/2017;51702;W;0;12;1;0;16
501068425SS;S;2017;6;6;21/07/2017;61702;W;0;15;1;0;16
501068425SS;S;2017;7;6;24/08/2017;71702;W;0;12;1;0;16
501068425SS;S;2017;8;6;21/09/2017;81702;W;0;10;1;0;16
501068425SS;S;2017;9;6;19/10/2017;91702;W;0;13;1;0;16
501068425SS;S;2017;10;6;21/11/2017;101702;W;0;23;2;0;16
501068425SS;S;2017;11;6;20/12/2017;111702;W;0;10;1;0;16
501068425SS;S;2017;12;6;24/01/2018;121702;W;0;14;3;0;16
572068434SS;S;2017;1;6;01/03/2017;21702;W;0;3;1;0;12
572068434SS;S;2017;2;6;16/03/2017;21702;W;0;70;2;0;12
572068434SS;S;2017;3;6;19/04/2017;31702;W;0;4;1;0;12
572068434SS;S;2017;4;6;19/05/2017;41702;W;0;3;1;0;12
572068434SS;S;2017;5;6;23/06/2017;51702;W;0;38;3;0;12
572068434SS;S;2017;6;6;30/08/2017;81702;W;0;4;1;0;12
572068434SS;S;2017;7;6;18/08/2017;71702;W;0;4;1;0;12
572068434SS;S;2017;8;6;22/09/2017;81702;W;0;53;1;0;12
572068434SS;S;2017;9;6;09/10/2017;91702;W;0;2;1;0;12
572068434SS;S;2017;10;6;20/11/2017;101702;W;0;8;1;0;12
572068434SS;S;2017;11;6;13/12/2017;111702;W;0;8;1;0;12
572068434SS;S;2017;12;6;08/02/2018;11802;W;0;5;1;0;12
575068436MM;M;2017;1;6;08/02/2017;11702;W;0;22;1;0;11
575068436MM;M;2017;2;6;02/03/2017;21702;W;0;4;1;0;11
575068436MM;M;2017;3;6;12/04/2017;31702;W;0;3;1;0;11
575068436MM;M;2017;4;6;15/05/2017;41702;W;0;4;1;0;11
575068436MM;M;2017;5;6;12/06/2017;51702;W;0;32;1;0;11
575068436MM;M;2017;6;6;14/07/2017;61702;W;0;3;1;0;11
575068436MM;M;2017;7;6;09/08/2017;71702;W;0;5;1;0;11
575068436MM;M;2017;8;6;13/09/2017;81702;W;0;6;1;0;11
575068436MM;M;2017;9;6;09/10/2017;91702;W;0;10;1;0;11
575068436MM;M;2017;10;6;08/11/2017;101702;W;0;218;1;0;11
575068436MM;M;2017;11;6;11/12/2017;111702;W;0;10;1;0;11
575068436MM;M;2017;12;6;11/01/2018;121702;W;0;14;1;0;11
586068466MM;M;2017;9;6;18/01/2018;121702;T;46;142;6;0;12
586068466MM;M;2017;10;6;18/01/2018;121702;W;0;591;14;0;12
586068466MM;M;2017;11;6;18/01/2018;121702;T;2;610;3;0;12
586068466MM;M;2017;12;6;18/01/2018;121702;W;0;270;7;0;12
530068637SS;S;2017;9;6;09/10/2017;91702;W;0;26;1;0;16
530068637SS;S;2017;10;6;06/11/2017;101702;W;0;48;1;0;16
530068637SS;S;2017;11;6;11/12/2017;111702;W;0;38;1;0;16
530068637SS;S;2017;12;6;08/01/2018;121702;W;0;15;1;0;16
577068910MM;M;2017;1;6;07/02/2017;11702;W;0;7;1;1;12
577068910MM;M;2017;2;6;03/03/2017;21702;W;0;4;1;1;12
577068910MM;M;2017;3;6;04/04/2017;31702;W;0;4;1;1;12
577068910MM;M;2017;4;6;05/05/2017;41702;W;0;19;1;1;12
577068910MM;M;2017;5;6;07/06/2017;51702;W;0;15;1;1;12
577068910MM;M;2017;6;6;03/07/2017;61702;W;0;20;1;1;12
577068910MM;M;2017;7;6;02/08/2017;71702;W;0;16;1;1;12
577068910MM;M;2017;8;6;07/09/2017;81702;W;0;11;1;1;12
577068910MM;M;2017;9;6;09/10/2017;91702;W;0;11;1;1;12
577068910MM;M;2017;10;6;06/11/2017;101702;W;0;11;1;1;12
577068910MM;M;2017;11;6;05/12/2017;111702;W;0;12;1;1;12
577068910MM;M;2017;12;6;03/01/2018;121702;W;0;13;1;1;12
588068995MM;M;2017;12;5;18/01/2018;121702;;0;0;0;1;12
588068995MM;M;2017;1;6;14/02/2017;11702;W;0;16;1;1;12
588068995MM;M;2017;2;6;15/03/2017;21702;W;0;13;1;1;12
588068995MM;M;2017;3;6;17/04/2017;31702;W;0;13;1;1;12
588068995MM;M;2017;4;6;18/05/2017;41702;W;0;9;1;1;12
588068995MM;M;2017;5;6;12/06/2017;51702;W;0;4;1;1;12
588068995MM;M;2017;6;6;14/07/2017;61702;W;0;50;1;1;12
588068995MM;M;2017;7;6;10/08/2017;71702;W;0;7;1;1;12
588068995MM;M;2017;8;6;18/09/2017;81702;W;0;10;1;1;12
588068995MM;M;2017;9;6;13/10/2017;91702;W;0;13;1;1;12
588068995MM;M;2017;10;6;09/11/2017;101702;W;0;14;1;1;12
588068995MM;M;2017;11;6;19/12/2017;121702;W;0;12;1;1;12
596068901MM;M;2017;9;6;23/10/2017;101702;W;0;387;2;0;14
596068901MM;M;2017;10;6;15/11/2017;101702;W;0;45;1;0;14
596068901MM;M;2017;11;6;11/12/2017;111702;W;0;52;1;0;14
596068901MM;M;2017;12;6;08/01/2018;121702;W;0;23;1;0;14
549078058MM;M;2017;1;6;08/02/2017;11702;W;0;18;1;1;0
549078058MM;M;2017;2;6;08/03/2017;21702;W;0;5;1;1;0
549078058MM;M;2017;3;6;12/04/2017;31702;E;27;18;1;1;0
549078058MM;M;2017;4;6;19/05/2017;51702;E;40;6;1;1;0
549078058MM;M;2017;5;6;07/06/2017;51702;W;0;8;1;1;0
549078058MM;M;2017;6;6;07/07/2017;61702;W;0;10;1;1;0
549078058MM;M;2017;7;6;04/08/2017;71702;W;0;16;1;1;0
549078058MM;M;2017;8;6;12/09/2017;81702;W;0;5;1;1;0
549078058MM;M;2017;9;6;09/10/2017;91702;E;33;9;1;1;0
549078058MM;M;2017;10;6;09/11/2017;101702;E;26;12;1;1;0
549078058MM;M;2017;11;6;11/12/2017;111702;W;0;6;1;1;0
549078058MM;M;2017;12;6;11/01/2018;121702;E;99;33;1;1;0
563078082MM;M;2017;1;6;07/02/2017;11702;W;0;4;1;1;0
563078082MM;M;2017;2;6;06/03/2017;21702;W;0;107;1;1;0
563078082MM;M;2017;3;6;07/04/2017;31702;W;0;4;1;1;0
563078082MM;M;2017;4;6;05/05/2017;41702;W;0;4;1;1;0
563078082MM;M;2017;5;6;06/06/2017;51702;W;0;11;1;1;0
563078082MM;M;2017;6;6;07/07/2017;61702;W;0;5;1;1;0
563078082MM;M;2017;7;6;04/08/2017;71702;W;0;6;1;1;0
563078082MM;M;2017;8;6;01/09/2017;81702;W;0;6;2;1;0
563078082MM;M;2017;9;6;06/10/2017;91702;W;0;7;1;1;0
563078082MM;M;2017;10;6;03/11/2017;101702;W;0;17;1;1;0
563078082MM;M;2017;11;6;05/12/2017;111702;W;0;23;1;1;0
563078082MM;M;2017;12;6;10/01/2018;121702;W;0;30;1;1;0
538078243SS;S;2017;9;6;30/11/2017;111702;T;39;5;1;1;12
538078243SS;S;2017;10;6;30/11/2017;111702;T;11;4;1;1;12
538078243SS;S;2017;11;6;11/12/2017;111702;W;0;39;1;1;12
538078243SS;S;2017;12;6;08/01/2018;121702;W;0;17;1;1;12
560078318SS;S;2017;1;6;21/02/2017;11702;W;0;693;4;0;14
560078318SS;S;2017;2;6;22/03/2017;21702;W;0;4;1;0;14
560078318SS;S;2017;3;6;21/04/2017;31702;W;0;3;1;0;14
560078318SS;S;2017;4;6;19/05/2017;41702;W;0;301;2;0;14
560078318SS;S;2017;5;6;14/06/2017;51702;W;0;7;1;0;14
560078318SS;S;2017;6;6;12/07/2017;61702;W;0;7;1;0;14
560078318SS;S;2017;7;6;14/08/2017;71702;W;0;34;1;0;14
560078318SS;S;2017;8;6;11/09/2017;81702;W;0;3;1;0;14
560078318SS;S;2017;9;6;16/10/2017;91702;W;0;20;1;0;14
560078318SS;S;2017;10;6;15/11/2017;101702;W;0;189;3;0;14
560078318SS;S;2017;11;6;18/12/2017;111702;W;0;98;3;0;14
560078318SS;S;2017;12;6;18/01/2018;121702;W;0;8;1;0;14
512078491SS;S;2017;1;6;20/02/2017;11702;W;0;5;1;0;16
512078491SS;S;2017;2;6;20/03/2017;21702;W;0;3;1;0;16
512078491SS;S;2017;3;6;19/04/2017;31702;W;0;4;1;0;16
512078491SS;S;2017;4;6;18/05/2017;41702;W;0;4;1;0;16
512078491SS;S;2017;5;6;20/06/2017;51702;W;0;3;1;0;16
512078491SS;S;2017;6;6;20/07/2017;61702;W;0;4;1;0;16
512078491SS;S;2017;7;6;07/08/2017;71702;W;0;6;1;0;16
512078491SS;S;2017;8;6;19/09/2017;81702;W;0;3;1;0;16
512078491SS;S;2017;9;6;18/10/2017;91702;W;0;5;1;0;16
512078491SS;S;2017;10;6;10/11/2017;101702;W;0;20;1;0;16
512078491SS;S;2017;11;6;11/12/2017;111702;W;0;8;1;0;16
512078491SS;S;2017;12;6;15/01/2018;121702;W;0;5;1;0;16
529078406MM;M;2017;1;6;09/02/2017;11702;W;0;5;1;0;11
529078406MM;M;2017;2;6;08/03/2017;21702;W;0;4;1;0;11
529078406MM;M;2017;3;6;07/04/2017;31702;W;0;6;1;0;11
529078406MM;M;2017;4;6;08/05/2017;41702;W;0;3;1;0;11
529078406MM;M;2017;5;6;07/06/2017;51702;W;0;6;1;0;11
529078406MM;M;2017;6;6;10/07/2017;61702;W;0;8;1;0;11
529078406MM;M;2017;7;6;09/08/2017;71702;W;0;6;1;0;11
529078406MM;M;2017;8;6;13/09/2017;81702;W;0;5;1;0;11
529078406MM;M;2017;9;6;09/10/2017;91702;W;0;9;1;0;11
529078406MM;M;2017;10;6;07/11/2017;101702;W;0;12;1;0;11
529078406MM;M;2017;11;6;05/12/2017;111702;W;0;14;1;0;11
529078406MM;M;2017;12;6;08/01/2018;121702;W;0;13;1;0;11
528078427SS;S;2017;1;6;21/02/2017;11702;W;0;3;1;0;12
528078427SS;S;2017;2;6;02/03/2017;21702;W;0;2;1;0;12
528078427SS;S;2017;3;6;28/04/2017;41702;W;0;3;1;0;12
528078427SS;S;2017;4;6;19/05/2017;41702;W;0;4;1;0;12
528078427SS;S;2017;5;6;19/07/2017;61702;W;0;20;4;0;12
528078427SS;S;2017;6;6;19/07/2017;61702;W;0;308;5;0;12
528078427SS;S;2017;7;6;03/08/2017;71702;W;0;3;1;0;12
528078427SS;S;2017;8;6;22/09/2017;81702;W;0;4;1;0;12
528078427SS;S;2017;9;6;09/10/2017;91702;W;0;4;1;0;12
528078427SS;S;2017;10;6;03/11/2017;101702;W;0;10;1;0;12
528078427SS;S;2017;11;6;05/12/2017;111702;W;0;10;1;0;12
528078427SS;S;2017;12;6;04/01/2018;121702;W;0;14;1;0;12
522078481SS;S;2017;1;6;21/02/2017;11702;W;0;12;1;0;16
522078481SS;S;2017;2;6;21/03/2017;21702;W;0;7;1;0;16
522078481SS;S;2017;3;6;21/04/2017;31702;W;0;6;1;0;16
522078481SS;S;2017;4;6;23/05/2017;41702;W;0;7;1;0;16
522078481SS;S;2017;5;6;20/06/2017;51702;W;0;9;1;0;16
522078481SS;S;2017;6;6;24/07/2017;61702;W;0;3;1;0;16
522078481SS;S;2017;7;6;24/08/2017;71702;W;0;2;1;0;16
522078481SS;S;2017;8;6;22/09/2017;81702;W;0;11;1;0;16
522078481SS;S;2017;9;6;23/10/2017;91702;W;0;10;1;0;16
522078481SS;S;2017;10;6;21/11/2017;101702;W;0;15;1;0;16
522078481SS;S;2017;11;6;21/12/2017;111702;W;0;11;1;0;16
522078481SS;S;2017;12;6;22/01/2018;121702;W;0;12;1;0;16
523078496SS;S;2017;1;6;14/02/2017;11702;W;0;5;1;1;14
523078496SS;S;2017;2;6;16/03/2017;21702;W;0;3;1;1;14
523078496SS;S;2017;3;6;18/04/2017;31702;W;0;3;1;1;14
523078496SS;S;2017;4;6;19/05/2017;41702;W;0;3;1;1;14
523078496SS;S;2017;5;6;20/06/2017;51702;W;0;3;1;1;14
523078496SS;S;2017;6;6;14/07/2017;61702;W;0;4;1;1;14
523078496SS;S;2017;7;6;16/08/2017;71702;W;0;28;2;1;14
523078496SS;S;2017;8;6;21/09/2017;81702;W;0;4;1;1;14
523078496SS;S;2017;9;6;17/10/2017;91702;W;0;7;1;1;14
523078496SS;S;2017;10;6;21/11/2017;101702;W;0;3;1;1;14
523078496SS;S;2017;11;6;21/12/2017;111702;W;0;7;1;1;14
523078496SS;S;2017;12;6;25/01/2018;121702;W;0;8;1;1;14
539078430SS;S;2017;1;6;14/02/2017;11702;W;0;6;1;1;14
539078430SS;S;2017;2;6;03/03/2017;21702;W;0;3;1;1;14
539078430SS;S;2017;3;6;11/04/2017;31702;W;0;3;1;1;14
539078430SS;S;2017;4;6;19/05/2017;41702;W;0;4;1;1;14
539078430SS;S;2017;5;6;05/06/2017;51702;W;0;3;1;1;14
539078430SS;S;2017;6;6;12/07/2017;61702;W;0;6;1;1;14
539078430SS;S;2017;7;6;12/09/2017;81702;T;20;18;1;1;14
539078430SS;S;2017;8;6;12/09/2017;81702;W;0;3;1;1;14
539078430SS;S;2017;9;6;09/10/2017;91702;W;0;20;1;1;14
539078430SS;S;2017;10;6;15/11/2017;101702;W;0;6;1;1;14
539078430SS;S;2017;11;6;07/12/2017;111702;W;0;9;1;1;14
539078430SS;S;2017;12;6;03/01/2018;121702;W;0;9;1;1;14
532078447SS;S;2017;1;6;20/02/2017;11702;W;0;7;1;0;14
532078447SS;S;2017;2;6;20/03/2017;21702;W;0;7;1;0;14
532078447SS;S;2017;3;6;20/04/2017;31702;W;0;10;1;0;14
532078447SS;S;2017;4;6;22/05/2017;41702;W;0;11;1;0;14
532078447SS;S;2017;5;6;20/06/2017;51702;W;0;13;1;0;14
532078447SS;S;2017;6;6;20/07/2017;61702;W;0;9;1;0;14
532078447SS;S;2017;7;6;21/08/2017;71702;W;0;8;1;0;14
532078447SS;S;2017;8;6;20/09/2017;81702;W;0;10;1;0;14
532078447SS;S;2017;9;6;20/10/2017;91702;W;0;9;1;0;14
532078447SS;S;2017;10;6;20/11/2017;101702;W;0;11;1;0;14
532078447SS;S;2017;11;6;20/12/2017;111702;W;0;9;1;0;14
532078447SS;S;2017;12;6;22/01/2018;121702;W;0;10;1;0;14
531078469SS;S;2017;9;6;09/10/2017;91702;W;0;15;1;1;12
531078469SS;S;2017;10;6;14/11/2017;101702;W;0;9;1;1;12
531078469SS;S;2017;11;6;04/12/2017;111702;W;0;12;1;1;12
531078469SS;S;2017;12;6;04/01/2018;121702;W;0;11;1;1;12
537078499MM;M;2017;1;10;08/02/2017;11702;;0;70;1;1;0
537078499MM;M;2017;2;10;08/03/2017;21702;;0;18;2;1;0
537078499MM;M;2017;3;10;03/04/2017;31702;;0;24;1;1;0
537078499MM;M;2017;4;10;09/05/2017;41702;;0;30;1;1;0
537078499MM;M;2017;5;10;09/06/2017;51702;;0;25;1;1;0
537078499MM;M;2017;6;10;10/07/2017;61702;;0;30;4;1;0
537078499MM;M;2017;7;10;09/08/2017;71702;;0;52;3;1;0
537078499MM;M;2017;8;10;11/09/2017;81702;;0;20;1;1;0
537078499MM;M;2017;9;10;10/10/2017;91702;;0;0;0;1;0
537078499MM;M;2017;10;10;07/11/2017;101702;;0;26;1;1;0
